reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.01,10.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.025,35.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.05,40.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.1,50.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.15,52.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.2,55.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.25,56.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.3,59.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.35,63.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.4,64.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.45,65.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.5,68.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.55,73.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.6,75.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.65,79.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.7,81.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.75,85.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.8,86.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.85,86.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.9,92.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.95,105.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.975,116.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.99,144.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.01,1.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.025,2.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.05,2.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.1,3.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.15,4.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.2,5.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.25,6.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.3,6.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.35,7.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.4,7.5
2026-01-24,wk inc rsv hosp,0,2026-01-24,02,quantile,0.45,8.0
