reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.01,11.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.025,38.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.05,51.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.1,59.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.15,67.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.2,71.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.25,73.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.3,75.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.35,76.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.4,76.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.45,77.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.5,80.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.55,87.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.6,87.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.65,92.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.7,95.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.75,96.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.8,96.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.85,98.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.9,104.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.95,116.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.975,127.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,01,quantile,0.99,151.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.01,1.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.025,1.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.05,2.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.1,2.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.15,3.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.2,3.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.25,4.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.3,4.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.35,5.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.4,5.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.45,6.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.5,7.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.55,7.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.6,8.0
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.65,8.5
2026-01-10,wk inc rsv hosp,0,2026-01-10,02,quantile,0.7,8.5
