reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.01,21.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.025,50.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.05,76.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.1,91.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.15,100.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.2,107.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.25,108.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.3,110.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.35,117.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.4,117.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.45,123.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.5,127.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.55,132.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.6,136.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.65,138.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.7,143.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.75,145.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.8,146.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.85,146.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.9,150.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.95,158.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.975,175.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.99,189.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.01,1.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.025,2.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.05,3.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.1,3.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.15,4.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.2,4.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.25,4.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.3,5.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.35,6.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.4,8.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.45,9.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.5,9.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.55,10.5
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.6,11.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.65,11.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.7,11.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,02,quantile,0.75,11.5
