output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.990000000000002,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.025,1,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.05,2,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.1,3,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.15,3,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.2,4,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.25,4,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.3,5,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.35,5,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.4,6,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.45,6,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.5,7,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.55,7,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.6,8,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.65,8,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.7,9,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.75,10,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.8,11,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.85,12,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.9,13,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.95,16,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.975,18,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.99,21.00999999999999,2026-01-10,wk inc rsv hosp,0,2026-01-10,02
quantile,0.01,1,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.025,1,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.05,2,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.1,3,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.15,3,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.2,4,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.25,5,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.3,5,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
quantile,0.35,6,2026-01-10,wk inc rsv hosp,1,2026-01-17,02
