reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.01,54
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.025,59
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.05,62
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.1,68
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.15,79
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.2,85
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.25,87
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.3,89
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.35,92
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.4,93
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.45,94
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.5,98
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.55,100
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.6,102
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.65,103
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.7,105
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.75,111
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.8,114
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.85,115
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.9,119
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.95,123
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.975,135
2025-12-27,01,0,wk inc rsv hosp,2025-12-27,quantile,0.99,149
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.01,49
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.025,53
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.05,58
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.1,69
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.15,74
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.2,81
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.25,89
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.3,93
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.35,103
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.4,111
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.45,120
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.5,124
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.55,126
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.6,126
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.65,128
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.7,130
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.75,136
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.8,138
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.85,140
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.9,161
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.95,164
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.975,169
2025-12-27,01,1,wk inc rsv hosp,2026-01-03,quantile,0.99,174
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.01,39.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.025,60.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.05,66.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.1,96
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.15,104.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.2,110.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.25,113.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.3,116.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.35,119.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.4,128
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.45,131.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.5,135.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.55,143
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.6,146.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.65,151
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.7,155.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.75,162
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.8,174
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.85,179.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.9,186
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.95,196
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.975,205.5
2025-12-27,01,2,wk inc rsv hosp,2026-01-10,quantile,0.99,217
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.01,38
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.025,59.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.05,66
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.1,104
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.15,112
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.2,116.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.25,119.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.3,126.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.35,131
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.4,136.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.45,141.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.5,145
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.55,155
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.6,159
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.65,164.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.7,172.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.75,178.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.8,189
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.85,194.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.9,203.5
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.95,218
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.975,227
2025-12-27,01,3,wk inc rsv hosp,2026-01-17,quantile,0.99,238
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.01,2
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.025,2
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.05,2
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.1,3
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.15,3
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.2,3
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.25,3
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.3,4
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.35,4
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.4,4
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.45,4
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.5,4
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.55,5
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.6,5
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.65,5
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.7,5
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.75,6
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.8,6
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.85,7
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.9,7
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.95,8
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.975,10
2025-12-27,02,0,wk inc rsv hosp,2025-12-27,quantile,0.99,12
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.01,1
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.025,2
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.05,2
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.1,3
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.15,3
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.2,3
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.25,4
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.3,4
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.35,5
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.4,5
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.45,5
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.5,6
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.55,6
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.6,7
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.65,7
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.7,8
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.75,9
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.8,10
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.85,11
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.9,13
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.95,16
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.975,18
2025-12-27,02,1,wk inc rsv hosp,2026-01-03,quantile,0.99,21
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.01,0.5
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.025,1
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.05,1
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.1,1.5
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.15,1.5
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.2,2
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.25,2
2025-12-27,02,2,wk inc rsv hosp,2026-01-10,quantile,0.3,2.5
