reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.01,48
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.025,59.75
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.05,74.5
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.1,85
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.15,91
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.2,96
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.25,98
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.3,100.25
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.35,104.75
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.4,105.75
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.45,109.75
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.5,112.5
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.55,116
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.6,120.5
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.65,125.5
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.7,131
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.75,137
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.8,145
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.85,146.5
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.9,151.25
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.95,158.75
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.975,169.5
2026-01-03,01,0,wk inc rsv hosp,2026-01-03,quantile,0.99,179.75
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.01,40.995000000000005
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.025,58
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.05,76.225
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.1,83.25
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.15,88.5
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.2,95
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.25,98
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.3,99.75
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.35,103
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.4,106.55000000000001
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.45,109
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.5,113
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.55,115.75
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.6,119.5
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.65,122.75
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.7,129.5
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.75,137
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.8,144.75
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.85,154.75
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.9,163.25
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.95,173.25
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.975,186.5
2026-01-03,01,1,wk inc rsv hosp,2026-01-10,quantile,0.99,205.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.01,23
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.025,58.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.05,86.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.1,99.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.15,104
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.2,109.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.25,114
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.3,116
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.35,117.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.4,118.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.45,122
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.5,122.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.55,125
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.6,130.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.65,133
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.7,135.5
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.75,138
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.8,140
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.85,158
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.9,182
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.95,211
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.975,224
2026-01-03,01,2,wk inc rsv hosp,2026-01-17,quantile,0.99,236
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.01,23.5
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.025,60
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.05,87
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.1,93
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.15,100
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.2,101.5
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.25,104
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.3,110
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.35,112
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.4,115.5
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.45,117.5
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.5,118.5
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.55,123
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.6,129
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.65,131
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.7,132
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.75,134
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.8,134
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.85,144
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.9,172
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.95,216
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.975,229
2026-01-03,01,3,wk inc rsv hosp,2026-01-24,quantile,0.99,241
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.01,2
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.025,3
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.05,4
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.1,4.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.15,5
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.2,5.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.25,5.75
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.3,6.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.35,6.5
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.4,8.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.45,8.75
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.5,9.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.55,9.75
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.6,10
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.65,10.5
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.7,10.5
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.75,11.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.8,12.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.85,12.75
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.9,14.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.95,18
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.975,19.25
2026-01-03,02,0,wk inc rsv hosp,2026-01-03,quantile,0.99,26.5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.01,3
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.025,3.25
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.05,4.25
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.1,5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.15,5.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.2,6.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.25,7
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.3,7.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.35,8.5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.4,9.5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.45,9.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.5,10.5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.55,11.5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.6,12.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.65,13.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.7,14.25
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.75,15.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.8,16.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.85,17.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.9,20.5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.95,25.5
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.975,28.75
2026-01-03,02,1,wk inc rsv hosp,2026-01-10,quantile,0.99,36.25
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.01,1.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.025,2.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.05,4.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.1,5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.15,6
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.2,7
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.25,7
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.3,7
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.35,8
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.4,9
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.45,9.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.5,10.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.55,11.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.6,12
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.65,13.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.7,13.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.75,13.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.8,15
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.85,16
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.9,18
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.95,23
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.975,24.5
2026-01-03,02,2,wk inc rsv hosp,2026-01-17,quantile,0.99,36
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.01,2
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.025,3
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.05,4.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.1,5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.15,7
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.2,7
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.25,7
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.3,8
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.35,8.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.4,10
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.45,10.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.5,11
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.55,11.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.6,12.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.65,13
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.7,13.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.75,14
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.8,15.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.85,16.5
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.9,17
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.95,21
2026-01-03,02,3,wk inc rsv hosp,2026-01-24,quantile,0.975,22
