reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.01,16
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.025,19
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.05,23
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.1,26
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.15,30
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.2,32
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.25,35
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.3,37
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.35,39
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.4,41
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.45,43
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.5,45
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.55,47
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.6,50
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.65,53
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.7,55
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.75,59
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.8,63
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.85,68
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.9,75
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.95,86
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.975,96
2025-11-22,01,-1,wk inc rsv hosp,2025-11-15,quantile,0.99,110
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.01,21.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.025,25
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.05,28.475
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.1,32.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.15,36.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.2,38.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.25,41
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.3,44
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.35,46
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.4,48.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.45,51
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.5,53.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.55,56
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.6,59
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.65,62
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.7,65.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.75,69.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.8,74
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.85,80
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.9,88.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.95,100.5
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.975,113
2025-11-22,01,0,wk inc rsv hosp,2025-11-22,quantile,0.99,130.505
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.01,22.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.025,26
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.05,30.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.1,35.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.15,40.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.2,43.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.25,47
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.3,50.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.35,53.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.4,57
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.45,60.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.5,63.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.55,67.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.6,71.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.65,76
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.7,81.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.75,87.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.8,94.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.85,102.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.9,116.05000000000007
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.95,138.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.975,161.5
2025-11-22,01,1,wk inc rsv hosp,2025-11-29,quantile,0.99,191
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.01,13
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.025,18
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.05,22
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.1,29
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.15,35
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.2,40
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.25,45
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.3,51
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.35,56
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.4,61
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.45,66
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.5,72
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.55,78
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.6,85
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.65,94
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.7,104
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.75,115
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.8,128
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.85,145
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.9,173
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.95,218
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.975,260
2025-11-22,01,2,wk inc rsv hosp,2025-12-06,quantile,0.99,260
2025-11-22,01,3,wk inc rsv hosp,2025-12-13,quantile,0.01,11
2025-11-22,01,3,wk inc rsv hosp,2025-12-13,quantile,0.025,17
2025-11-22,01,3,wk inc rsv hosp,2025-12-13,quantile,0.05,22
2025-11-22,01,3,wk inc rsv hosp,2025-12-13,quantile,0.1,29
