reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.01,21.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.025,24.9875
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.05,28.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.1,33
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.15,36
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.2,38.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.25,41.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.3,44
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.35,46
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.4,48.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.45,51
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.5,53.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.55,55.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.6,58.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.65,61.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.7,64.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.75,68
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.8,72.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.85,78
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.9,85.5
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.95,98.52499999999998
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.975,111
2026-01-31,01,0,wk inc rsv hosp,2026-01-31,quantile,0.99,118.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.01,15.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.025,18
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.05,20.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.1,24.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.15,28
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.2,30.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.25,33
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.3,35
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.35,38
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.4,40
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.45,42.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.5,45
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.55,47.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.6,51
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.65,54
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.7,58
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.75,62
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.8,67
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.85,74
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.9,79.5
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.95,89
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.975,98.01249999999993
2026-01-31,01,1,wk inc rsv hosp,2026-02-07,quantile,0.99,110
2026-01-31,01,2,wk inc rsv hosp,2026-02-14,quantile,0.01,8
2026-01-31,01,2,wk inc rsv hosp,2026-02-14,quantile,0.025,11
