reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.01,18
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.025,21
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.05,25
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.1,28
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.15,32
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.2,34
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.25,36
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.3,39
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.35,41
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.4,43
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.45,45
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.5,48
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.55,50
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.6,53
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.65,56
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.7,59
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.75,62
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.8,67
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.85,72
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.9,79
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.95,89
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.975,101
2025-11-29,01,-1,wk inc rsv hosp,2025-11-22,quantile,0.99,114
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.01,28
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.025,31.9875
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.05,35.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.1,39.95
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.15,43.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.2,46.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.25,49
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.3,52
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.35,54
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.4,56.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.45,59.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.5,62
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.55,65
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.6,67.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.65,71
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.7,74.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.75,78
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.8,83
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.85,88.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.9,97
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.95,112
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.975,125.5
2025-11-29,01,0,wk inc rsv hosp,2025-11-29,quantile,0.99,143
2025-11-29,01,1,wk inc rsv hosp,2025-12-06,quantile,0.01,28.495
2025-11-29,01,1,wk inc rsv hosp,2025-12-06,quantile,0.025,33.5
