reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.01,252.79153291666668
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.025,252.79153291666668
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.05,252.79153291666668
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.1,253.6319861531032
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.15,263.8809713542857
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.2,267.27083812007623
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.25,268.3152815841572
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.3,271.49676886764144
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.35,272.5180949927734
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.4,273.25619616899814
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.45,276.5606115578159
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.5,282.08092575
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.55,287.21274844218414
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.6,290.5171638310019
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.65,291.2552650072266
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.7,292.2765911323586
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.75,295.45807841584286
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.8,296.5025218799238
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.85,299.89238864571433
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.9,310.14137384689684
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.95,310.9818270833333
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.975,310.9818270833333
2026-01-03,0,wk inc rsv hosp,2026-01-03,06,quantile,0.99,310.9818270833333
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.01,56.87643138333333
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.025,56.87643138333333
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.05,56.87643138333333
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.1,59.29657232428977
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.15,59.62397434367746
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.2,60.65273760133968
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.25,61.39701416610714
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.3,61.89071435516317
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.35,62.754408432934575
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.4,63.92263056488381
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.45,64.67999928324461
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.5,67.61185366666666
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.55,68.16444071675538
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.6,68.92180943511619
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.65,70.09003156706541
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.7,70.95372564483682
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.75,71.44742583389285
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.8,72.19170239866031
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.85,73.22046565632253
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.9,73.54786767571022
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.95,75.96800861666665
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.975,75.96800861666665
2026-01-03,0,wk inc rsv hosp,2026-01-03,08,quantile,0.99,75.96800861666665
2026-01-03,0,wk inc rsv hosp,2026-01-03,09,quantile,0.01,30.869544
2026-01-03,0,wk inc rsv hosp,2026-01-03,09,quantile,0.025,30.869544
