reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.01,269.7289333333333
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.025,269.7289333333333
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.05,269.7289333333333
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.1,269.7289333333333
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.15,269.7289333333333
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.2,269.7289333333333
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.25,271.52124459047616
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.3,334.80736826445707
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.35,356.5411540137409
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.4,358.64389556666663
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.45,359.84209969159866
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.5,366.05610353333327
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.55,369.98665364173456
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.6,371.1848577666666
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.65,373.28759931959235
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.7,395.02138506887616
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.75,458.30750874285707
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.8,460.0998199999999
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.85,460.0998199999999
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.9,460.0998199999999
2026-02-07,0,wk inc rsv hosp,2026-02-07,06,quantile,0.95,460.0998199999999
