reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.01,181.9769083333333
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.025,181.9769083333333
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.05,181.9769083333333
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.1,181.9769083333333
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.15,187.97162850539684
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.2,196.22735039257145
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.25,201.5296760469841
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.3,203.25041484780957
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.35,203.28457806742855
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.4,206.0561397889143
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.45,206.2529466201016
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.5,211.75345911666668
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.55,215.37333671323177
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.6,215.57014354441907
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.65,218.34170526590475
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.7,218.3758684855238
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.75,220.0966072863492
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.8,225.3989329407619
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.85,233.6546548279365
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.9,239.649375
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.95,239.649375
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.975,239.649375
2025-12-27,0,wk inc rsv hosp,2025-12-27,06,quantile,0.99,239.649375
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.01,35.34611161666666
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.025,35.34611161666666
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.05,36.77698821904762
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.1,37.02605420611427
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.15,40.47320151048096
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.2,40.50695221480407
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.25,40.65805981620953
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.3,41.08854635264
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.35,41.22157328200634
2025-12-27,0,wk inc rsv hosp,2025-12-27,08,quantile,0.4,41.96337899912064
