reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.01,100.3654514
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.025,100.3654514
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.05,100.3654514
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.1,100.3654514
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.15,104.47775704901052
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.2,110.25443677482107
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.25,113.86450032294736
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.3,115.44731962410104
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.35,120.43182901786948
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.4,122.4959121478232
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.45,123.90909738922106
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.5,127.0475789
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.55,130.00976661077894
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.6,131.42295185217682
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.65,133.48703498213052
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.7,138.47154437589896
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.75,140.05436367705263
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.8,143.66442722517894
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.85,149.44110695098948
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.9,153.5534126
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.95,153.5534126
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.975,153.5534126
2025-12-13,0,wk inc rsv hosp,2025-12-13,06,quantile,0.99,153.5534126
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.01,5.67782236
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.025,5.67782236
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.05,7.133718236067368
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.1,8.079204287284211
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.15,9.05941286364632
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.2,10.1903642192
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.25,10.60284141307958
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.3,11.71428848292295
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.35,11.728194711632
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.4,11.882655559193264
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.45,11.890245702114528
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.5,12.980500500000002
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.55,13.930526897885471
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.6,13.938117040806738
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.65,14.092577888368002
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.7,14.106484117077052
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.75,15.21793118692042
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.8,15.6304083808
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.85,16.761359736353683
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.9,17.741568312715792
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.95,18.68705436393263
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.975,20.14295024
2025-12-13,0,wk inc rsv hosp,2025-12-13,08,quantile,0.99,20.14295024
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.01,0.5514290599999985
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.025,0.5514290599999985
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.05,0.5514290599999985
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.1,0.5514290599999985
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.15,0.5514290599999985
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.2,3.736140775111579
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.25,5.223385489233684
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.3,5.2258406981957055
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.35,5.413274834251787
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.4,5.466018919763368
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.45,5.828487368181895
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.5,6.335330604
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.55,6.659856871818105
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.6,7.022325320236632
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.65,7.075069405748213
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.7,7.2625035418042945
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.75,7.264958750766316
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.8,8.75220346488842
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.85,11.936915180000002
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.9,11.936915180000002
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.95,11.936915180000002
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.975,11.936915180000002
2025-12-13,0,wk inc rsv hosp,2025-12-13,09,quantile,0.99,11.936915180000002
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.01,112.990378
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.025,112.990378
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.05,112.990378
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.1,112.990378
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.15,117.80158946997896
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.2,126.50564238922104
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.25,141.30809385381053
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.3,143.4285494696842
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.35,145.63678040512843
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.4,147.61057360623158
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.45,148.7018927248421
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.5,150.6053362
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.55,151.21573127515788
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.6,152.3070503937684
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.65,154.28084359487156
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.7,156.4890745303158
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.75,158.60953014618946
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.8,173.41198161077892
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.85,182.11603453002104
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.9,186.927246
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.95,186.927246
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.975,186.927246
2025-12-13,0,wk inc rsv hosp,2025-12-13,13,quantile,0.99,186.927246
2025-12-13,0,wk inc rsv hosp,2025-12-13,24,quantile,0.01,34.3201914
2025-12-13,0,wk inc rsv hosp,2025-12-13,24,quantile,0.025,34.3201914
2025-12-13,0,wk inc rsv hosp,2025-12-13,24,quantile,0.05,34.3201914
2025-12-13,0,wk inc rsv hosp,2025-12-13,24,quantile,0.1,34.3201914
2025-12-13,0,wk inc rsv hosp,2025-12-13,24,quantile,0.15,41.326923476613885
2025-12-13,0,wk inc rsv hosp,2025-12-13,24,quantile,0.2,43.68440854522105
2025-12-13,0,wk inc rsv hosp,2025-12-13,24,quantile,0.25,45.64578119779368
