reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.01,349.8181716666668
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.025,349.8181716666668
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.05,349.8181716666668
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.1,349.8181716666668
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.15,349.8181716666668
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.2,349.8181716666668
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.25,349.8181716666668
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.3,395.0590370853449
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.35,403.4077125963735
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.4,410.4152510290134
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.45,410.9476692202794
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.5,418.50794450000006
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.55,424.4485607797208
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.6,424.9809789709868
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.65,431.9885174036267
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.7,440.3371929146553
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.75,485.57805833333344
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.8,485.57805833333344
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.85,485.57805833333344
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.9,485.57805833333344
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.95,485.57805833333344
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.975,485.57805833333344
2026-01-24,0,wk inc rsv hosp,2026-01-24,06,quantile,0.99,485.57805833333344
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.01,55.97562850000003
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.025,55.97562850000003
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.05,55.97562850000003
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.1,62.11845702207999
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.15,83.84730784001562
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.2,85.60488441846731
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.25,86.89494866261748
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.3,88.74278393486428
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.35,89.73034891811812
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.4,90.4464010309956
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.45,92.2442278965245
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.5,96.58745895000004
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.55,97.58829543680886
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.6,99.38612230233778
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.65,100.10217441521525
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.7,101.08973939846908
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.75,102.93757467071588
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.8,104.22763891486606
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.85,105.98521549331775
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.9,127.7140663112534
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.95,133.85689483333334
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.975,133.85689483333334
2026-01-24,0,wk inc rsv hosp,2026-01-24,08,quantile,0.99,133.85689483333334
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.01,47.11135583333333
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.025,47.11135583333333
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.05,47.11135583333333
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.1,47.11135583333333
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.15,47.11135583333333
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.2,47.11135583333333
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.25,72.46096509285555
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.3,72.62992237898985
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.35,72.75198877791239
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.4,73.81902009080693
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.45,74.29790164969864
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.5,75.02657728333332
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.55,75.66412901696802
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.6,76.14301057585973
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.65,77.21004188875428
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.7,77.33210828767682
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.75,77.50106557381112
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.8,102.85067483333331
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.85,102.85067483333331
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.9,102.85067483333331
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.95,102.85067483333331
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.975,102.85067483333331
2026-01-24,0,wk inc rsv hosp,2026-01-24,09,quantile,0.99,102.85067483333331
