reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.01,63.51219216666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.025,63.51219216666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.05,63.51219216666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.1,63.51219216666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.15,63.51219216666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.2,75.2961416978726
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.25,80.43176472559259
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.3,82.87309771168
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.35,84.2269082044563
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.4,86.32249796544001
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.45,87.46542324857778
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.5,90.4118974
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.55,92.90738308475557
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.6,94.05030836789332
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.65,96.14589812887704
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.7,97.49970862165333
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.75,99.94104160774074
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.8,105.07666463546072
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.85,116.86061416666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.9,116.86061416666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.95,116.86061416666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.975,116.86061416666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,06,quantile,0.99,116.86061416666666
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.01,6.998019099999999
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.025,6.998019099999999
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.05,7.074331605788236
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.1,7.8686874115968655
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.15,8.85520053290196
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.2,9.579258926807835
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.25,10.132732210784312
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.3,10.812827203019452
2025-12-06,0,wk inc rsv hosp,2025-12-06,08,quantile,0.35,10.951938416615684
