output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,73.99000000000001,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.025,79,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.05,83.95,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.1,90,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.15,95,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.2,99,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.25,103,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.3,106,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.35,109,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.4,112,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.45,114,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.5,117,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.55,120,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.6,122,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.65,126,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.7,130,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.75,133,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.8,138,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.85,143,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.9,151,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.95,162,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.975,174,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.99,190.01,2025-11-22,wk inc rsv hosp,0,2025-11-22,13
quantile,0.01,0.002190021775150065,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.025,0.0022865005819529298,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.05,0.0024095443322051492,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.1,0.0025365946050296814,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.15,0.0026218122628501174,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.2,0.002692640195760318,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.25,0.0027568882350955982,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.3,0.002819160330508185,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.35,0.002881015266199964,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.4,0.0029417742695564165,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.45,0.0030013145398615337,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.5,0.0030497202986664446,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.55,0.003099869028902407,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.6,0.0031670687804142453,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.65,0.0032349643527538885,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.7,0.003299516256897992,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.75,0.0033648066159060685,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.8,0.0034490432951665533,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.85,0.003550188865268665,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.9,0.0036717863687414283,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.95,0.003870424667522977,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.975,0.004055836763557444,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.99,0.004299774168687741,2025-11-22,wk inc rsv prop ed visits,0,2025-11-22,13
quantile,0.01,74,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.025,83.975,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.05,92,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.1,101.9,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.15,109,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.2,116,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.25,122,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.3,126,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.35,130,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.4,137,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
quantile,0.45,142,2025-11-22,wk inc rsv hosp,1,2025-11-29,13
