output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,179,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.025,190,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.05,199.95,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.1,211,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.15,219,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.2,225,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.25,231,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.3,237,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.35,242,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.4,247,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.45,252,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.5,256,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.55,260,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.6,265,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.65,270,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.7,275,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.75,282,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.8,289,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.85,296,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.9,305,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.95,323,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.975,340,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.99,353.03,2026-01-10,wk inc rsv hosp,0,2026-01-10,13
quantile,0.01,0.004775147381281843,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.025,0.004933784133138881,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.05,0.005203580743869042,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.1,0.0054284673284192226,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.15,0.005598948866094338,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.2,0.005760788111651302,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.25,0.005880670760077789,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.3,0.005981800113816584,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.35,0.006079521304113593,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
quantile,0.4,0.006194808026187593,2026-01-10,wk inc rsv prop ed visits,0,2026-01-10,13
