output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.00363909925032941,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.025,0.003772076482259329,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.05,0.003976148552906149,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.1,0.004183194017628783,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.15,0.004304660390986898,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.2,0.0044069243751604014,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.25,0.004492714427729106,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.3,0.00456543867545135,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.35,0.004634134512420113,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.4,0.004697794672260596,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.45,0.0047668030722165826,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.5,0.0048396108886706235,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.55,0.004905978655594465,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.6,0.004968461104302525,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.65,0.005035101863788025,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.7,0.00510857828634183,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.75,0.0051813291162270125,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.8,0.005280696493055708,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.85,0.005392061482209282,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.9,0.005529105453313395,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.95,0.005757420761847515,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.975,0.0060040713202006695,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.99,0.006237443790525348,2025-11-29,wk inc rsv prop ed visits,0,2025-11-29,12
quantile,0.01,0.002672090274273331,2025-11-29,wk inc rsv prop ed visits,1,2025-12-06,12
quantile,0.025,0.0029215323896983124,2025-11-29,wk inc rsv prop ed visits,1,2025-12-06,12
quantile,0.05,0.0031946157840891947,2025-11-29,wk inc rsv prop ed visits,1,2025-12-06,12
quantile,0.1,0.0035554699626169414,2025-11-29,wk inc rsv prop ed visits,1,2025-12-06,12
quantile,0.15,0.0037775086348026494,2025-11-29,wk inc rsv prop ed visits,1,2025-12-06,12
quantile,0.2,0.003942362426154755,2025-11-29,wk inc rsv prop ed visits,1,2025-12-06,12
quantile,0.25,0.004108617752778461,2025-11-29,wk inc rsv prop ed visits,1,2025-12-06,12
