output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.005608908643811093,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.025,0.005843690421378599,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.05,0.006014283996334846,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.1,0.006249035420446542,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.15,0.006440175601547862,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.2,0.00660427672634578,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.25,0.006722585250751305,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.3,0.006835212678159936,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.35,0.0069225349622710295,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.4,0.007009873306121678,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.45,0.007118634924193916,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.5,0.007208997543909574,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.55,0.007303691872395095,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.6,0.007386030931046244,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.65,0.00747360103379381,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.7,0.007594546513189392,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.75,0.007745020852936997,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.8,0.007880725225493528,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.85,0.008040807660271824,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.9,0.008238874487812367,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.95,0.008581905402173066,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.975,0.008890771167840964,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.99,0.009217880787233998,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,01
quantile,0.01,0.004630439555870269,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.025,0.004953614597036226,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.05,0.005259947093637638,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.1,0.005704602557801575,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.15,0.005959830925413362,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.2,0.006232097288223933,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.25,0.006423909223595001,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.3,0.006592331096603005,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.35,0.0067137692674119915,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.4,0.0068615973759764606,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.45,0.007000041271269861,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.5,0.007159602174469815,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.55,0.007320532041294962,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.6,0.007474525297778788,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.65,0.0076542491363709025,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.7,0.007855982841623733,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.75,0.00804976909411374,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.8,0.008287648958215857,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.85,0.008544191087368369,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.9,0.008839495088772421,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.95,0.009414195997896209,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.975,0.009794600783891341,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.99,0.010624058544495918,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,01
quantile,0.01,0.005128955941805007,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.025,0.005289220438026357,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.05,0.005463013622114661,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.1,0.005694621554139764,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.15,0.005802475677810736,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.2,0.00592215061539191,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.25,0.0060015314074085184,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.3,0.00609098026583933,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.35,0.006166340664568621,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.4,0.006238845414407396,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.45,0.006309395768318874,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.5,0.0063765669913730585,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.55,0.0064534112187365055,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.6,0.006535042640164121,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.65,0.006615324771410457,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.7,0.00670470699731332,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.75,0.006782832073725365,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.8,0.006889368890648638,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.85,0.007013637859704387,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.9,0.007182272076451549,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.95,0.007431606428910199,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.975,0.00762238819052585,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.99,0.007881306037624668,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,13
quantile,0.01,0.005443708391675541,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.025,0.005916907913305914,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.05,0.0061685318764058755,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.1,0.0065323610845724875,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.15,0.006777733427967362,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.2,0.006976560576331256,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.25,0.007163069764764353,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.3,0.00733627252658395,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.35,0.00749832952143531,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.4,0.00765359169191107,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.45,0.007828666315901915,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.5,0.0079872835937287,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.55,0.008160451698238284,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.6,0.008335746305782103,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.65,0.008495747601033516,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.7,0.008766034113944006,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.75,0.008984394382084485,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.8,0.009231850725920834,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.85,0.009545156282744533,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.9,0.009968183303250734,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.95,0.010695110415490719,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.975,0.011680331004251416,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.99,0.012341366272247592,2025-12-27,wk inc rsv prop ed visits,1,2026-01-03,13
quantile,0.01,0.003996850733979422,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.025,0.0041963033350905085,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.05,0.00435053347042794,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.1,0.004570687577750098,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.15,0.004726816978938207,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.2,0.0048640849240874405,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.25,0.004965584667812374,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.3,0.005041183146968785,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.35,0.0051261842288341615,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.4,0.00521801308042602,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.45,0.005303256779299631,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.5,0.005384606826877178,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.55,0.005470946085014118,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.6,0.005568701425794749,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.65,0.005654203337436969,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.7,0.005760208013540729,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.75,0.005871642143754681,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
quantile,0.8,0.006008827113578616,2025-12-27,wk inc rsv prop ed visits,0,2025-12-27,28
