output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.0033045433881378396,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.025,0.003708956890424759,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.05,0.0041425816887772715,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.1,0.004558778407713423,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.15,0.00491205060739373,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.2,0.00515960196651169,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.25,0.005425626461602053,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.3,0.005676488311232936,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.35,0.005907073893953835,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.4,0.0061192572929937,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.45,0.006356156990628026,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.5,0.006611550420382389,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.55,0.00687553267737495,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.6,0.007152610325487004,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.65,0.007395150551934127,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.7,0.007713677839187474,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.75,0.0080029413644946,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.8,0.00839482240755118,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.85,0.008792694930656868,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.9,0.00921149410740936,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.95,0.010314128261549737,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.975,0.011346928583823038,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.99,0.012564726514813314,2026-01-31,wk inc rsv prop ed visits,0,2026-01-31,40
quantile,0.01,0.0025139745694479332,2026-01-31,wk inc rsv prop ed visits,1,2026-02-07,40
quantile,0.025,0.003010742963118988,2026-01-31,wk inc rsv prop ed visits,1,2026-02-07,40
quantile,0.05,0.0034379904133594787,2026-01-31,wk inc rsv prop ed visits,1,2026-02-07,40
