output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0.0012552895944403378,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.025,0.0014966791031816857,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.05,0.0017395071461439116,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.1,0.0020601490456382886,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.15,0.002287711076240333,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.2,0.00246005357658681,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.25,0.0026244732496392346,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.3,0.0027690098673623675,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.35,0.002918523060133337,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.4,0.003051025278007193,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.45,0.003181575836320138,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.5,0.0033209453337799157,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.55,0.0034644958158330155,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.6,0.003631050380188683,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.65,0.003776704081149369,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.7,0.003953926530179344,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.75,0.004132704785157772,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.8,0.00436029958140289,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.85,0.004601383181857595,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.9,0.0049584005316699225,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.95,0.005589954663303565,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.975,0.006054898538250774,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.99,0.006673279454181301,2026-02-14,wk inc rsv prop ed visits,-1,2026-02-07,11
quantile,0.01,6.235395197911344e-4,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.025,8.510234160687248e-4,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.05,0.0010873971325213486,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.1,0.0014010811651236359,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.15,0.0016191080897744927,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.2,0.001802968685910508,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.25,0.0019828222721807193,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.3,0.0021404105730623776,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.35,0.002272306387972329,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.4,0.0024083157281790156,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.45,0.0025440156449100743,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.5,0.002696057613471583,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.55,0.002856186850045044,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.6,0.0030161796716893586,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.65,0.0032489532601795773,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.7,0.0034275294837475003,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.75,0.003674946907888909,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.8,0.003916893784034296,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.85,0.004245033270498619,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.9,0.004700182884956504,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.95,0.005361983061768714,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.975,0.005935545740597272,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.99,0.0066010001149970484,2026-02-14,wk inc rsv prop ed visits,0,2026-02-14,11
quantile,0.01,3.728662218495482e-4,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.025,4.4986499756874404e-4,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.05,6.175583991210012e-4,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.1,9.098030036818098e-4,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.15,0.0010863392791578296,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.2,0.0012523264193009076,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.25,0.001435204093738039,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.3,0.0015729820223835873,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.35,0.0017089682212308205,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.4,0.0018534758609678372,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.45,0.002021007985882006,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
quantile,0.5,0.0022193906928994088,2026-02-14,wk inc rsv prop ed visits,1,2026-02-21,11
