reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.01,5.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.01,4.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.01,2.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.01,2.0
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.025,5.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.025,4.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.025,3.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.025,2.0
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.05,6.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.05,5.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.05,4.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.05,3.0
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.1,7.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.1,6.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.1,4.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.1,4.0
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.15,7.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.15,6.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.15,5.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.15,4.0
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.2,8.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.2,7.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.2,6.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.2,5.0
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.25,8.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.25,8.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.25,7.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.25,6.0
2026-09-26,wk inc rsv hosp,0,2026-09-26,01,quantile,0.3,9.0
2026-09-26,wk inc rsv hosp,1,2026-10-03,01,quantile,0.3,8.0
2026-09-26,wk inc rsv hosp,2,2026-10-10,01,quantile,0.3,7.0
2026-09-26,wk inc rsv hosp,3,2026-10-17,01,quantile,0.3,6.0
