reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.01,80.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.01,81.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.01,79.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.01,76.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.025,84.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.025,86.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.025,85.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.025,83.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.05,87.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.05,91.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.05,92.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.05,91.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.1,92.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.1,97.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.1,101.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.1,102.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.15,95.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.15,102.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.15,107.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.15,109.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.2,98.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.2,107.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.2,113.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.2,117.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.25,101.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.25,111.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.25,119.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.25,123.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.3,103.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.3,114.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.3,123.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.3,129.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.35,105.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.35,118.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.35,128.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.35,134.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.4,107.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.4,121.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.4,133.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.4,140.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.45,109.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.45,125.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.45,137.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.45,146.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.5,111.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.5,128.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.5,142.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.5,152.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.55,113.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.55,131.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.55,147.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.55,158.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.6,115.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.6,135.0
2025-12-27,wk inc rsv hosp,2,2026-01-10,01,quantile,0.6,152.0
2025-12-27,wk inc rsv hosp,3,2026-01-17,01,quantile,0.6,165.0
2025-12-27,wk inc rsv hosp,0,2025-12-27,01,quantile,0.65,117.0
2025-12-27,wk inc rsv hosp,1,2026-01-03,01,quantile,0.65,139.0
