reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.01,88.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.01,74.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.01,60.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.01,47.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.025,92.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.025,79.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.025,64.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.025,51.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.05,96.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.05,83.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.05,69.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.05,55.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.1,101.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.1,89.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.1,75.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.1,61.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.15,105.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.15,93.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.15,80.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.15,66.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.2,109.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.2,97.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.2,83.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.2,69.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.25,111.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.25,100.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.25,87.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.25,73.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.3,113.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.3,104.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.3,90.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.3,76.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,01,quantile,0.35,116.0
2026-01-17,wk inc rsv hosp,1,2026-01-24,01,quantile,0.35,106.0
2026-01-17,wk inc rsv hosp,2,2026-01-31,01,quantile,0.35,93.0
2026-01-17,wk inc rsv hosp,3,2026-02-07,01,quantile,0.35,79.0
