reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.01,43.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.01,32.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.01,22.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.01,15.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.025,45.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.025,34.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.025,25.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.025,17.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.05,48.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.05,37.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.05,27.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.05,20.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.1,52.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.1,41.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.1,31.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.1,23.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.15,55.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.15,43.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.15,33.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.15,25.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.2,57.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.2,46.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.2,36.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.2,27.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.25,59.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.25,48.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.25,37.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.25,28.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.3,61.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.3,50.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.3,39.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.3,30.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.35,63.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.35,52.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.35,41.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.35,31.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.4,64.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.4,53.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.4,43.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.4,33.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.45,66.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.45,55.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.45,45.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.45,35.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.5,68.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.5,57.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.5,47.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.5,36.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.55,69.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.55,59.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.55,48.0
2026-02-21,wk inc rsv hosp,3,2026-03-14,01,quantile,0.55,38.0
2026-02-21,wk inc rsv hosp,0,2026-02-21,01,quantile,0.6,71.0
2026-02-21,wk inc rsv hosp,1,2026-02-28,01,quantile,0.6,61.0
2026-02-21,wk inc rsv hosp,2,2026-03-07,01,quantile,0.6,50.0
