reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.01,94.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.01,92.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.01,87.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.01,80.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.025,98.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.025,97.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.025,93.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.025,86.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.05,102.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.05,102.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.05,99.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.05,93.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.1,107.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.1,109.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.1,108.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.1,103.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.15,110.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.15,115.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.15,114.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.15,110.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.2,114.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.2,119.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.2,120.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.2,116.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.25,116.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.25,123.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.25,125.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.25,122.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.3,119.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.3,127.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.3,129.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.3,126.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.35,121.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.35,130.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.35,134.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.35,131.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.4,123.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.4,134.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.4,138.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.4,136.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.45,125.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.45,137.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.45,142.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.45,141.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.5,128.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.5,141.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.5,147.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.5,146.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.55,130.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.55,144.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.55,152.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.55,151.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.6,132.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.6,148.0
2026-01-03,wk inc rsv hosp,2,2026-01-17,01,quantile,0.6,157.0
2026-01-03,wk inc rsv hosp,3,2026-01-24,01,quantile,0.6,156.0
2026-01-03,wk inc rsv hosp,0,2026-01-03,01,quantile,0.65,135.0
2026-01-03,wk inc rsv hosp,1,2026-01-10,01,quantile,0.65,151.0
