reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.01,53.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.01,36.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.01,25.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.01,16.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.025,55.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.025,39.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.025,27.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.025,18.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.05,58.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.05,42.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.05,29.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.05,21.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.1,62.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.1,46.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.1,33.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.1,23.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.15,65.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.15,49.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.15,36.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.15,25.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.2,67.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.2,51.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.2,37.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.2,27.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.25,69.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.25,53.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.25,39.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.25,29.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.3,72.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.3,55.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.3,41.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.3,30.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.35,73.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.35,57.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.35,43.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.35,32.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.4,75.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.4,59.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.4,45.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.4,33.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.45,77.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.45,60.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.45,46.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.45,34.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.5,79.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.5,62.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.5,48.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.5,36.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.55,80.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.55,64.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.55,50.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.55,38.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.6,82.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.6,66.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.6,52.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.6,39.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.65,84.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.65,68.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.65,53.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.65,41.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.7,86.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.7,70.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.7,56.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.7,43.0
2026-01-24,wk inc rsv hosp,0,2026-01-24,01,quantile,0.75,88.0
2026-01-24,wk inc rsv hosp,1,2026-01-31,01,quantile,0.75,73.0
2026-01-24,wk inc rsv hosp,2,2026-02-07,01,quantile,0.75,58.0
2026-01-24,wk inc rsv hosp,3,2026-02-14,01,quantile,0.75,45.0
