reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-07,wk inc rsv hosp,0,2026-02-07,01,quantile,0.01,41.0
2026-02-07,wk inc rsv hosp,1,2026-02-14,01,quantile,0.01,29.0
2026-02-07,wk inc rsv hosp,2,2026-02-21,01,quantile,0.01,19.0
2026-02-07,wk inc rsv hosp,3,2026-02-28,01,quantile,0.01,13.0
2026-02-07,wk inc rsv hosp,0,2026-02-07,01,quantile,0.025,43.0
2026-02-07,wk inc rsv hosp,1,2026-02-14,01,quantile,0.025,31.0
2026-02-07,wk inc rsv hosp,2,2026-02-21,01,quantile,0.025,21.0
2026-02-07,wk inc rsv hosp,3,2026-02-28,01,quantile,0.025,14.0
2026-02-07,wk inc rsv hosp,0,2026-02-07,01,quantile,0.05,46.0
2026-02-07,wk inc rsv hosp,1,2026-02-14,01,quantile,0.05,34.0
2026-02-07,wk inc rsv hosp,2,2026-02-21,01,quantile,0.05,23.0
2026-02-07,wk inc rsv hosp,3,2026-02-28,01,quantile,0.05,16.0
2026-02-07,wk inc rsv hosp,0,2026-02-07,01,quantile,0.1,50.0
2026-02-07,wk inc rsv hosp,1,2026-02-14,01,quantile,0.1,37.0
2026-02-07,wk inc rsv hosp,2,2026-02-21,01,quantile,0.1,26.0
2026-02-07,wk inc rsv hosp,3,2026-02-28,01,quantile,0.1,19.0
2026-02-07,wk inc rsv hosp,0,2026-02-07,01,quantile,0.15,52.0
2026-02-07,wk inc rsv hosp,1,2026-02-14,01,quantile,0.15,39.0
2026-02-07,wk inc rsv hosp,2,2026-02-21,01,quantile,0.15,29.0
2026-02-07,wk inc rsv hosp,3,2026-02-28,01,quantile,0.15,20.0
2026-02-07,wk inc rsv hosp,0,2026-02-07,01,quantile,0.2,54.0
2026-02-07,wk inc rsv hosp,1,2026-02-14,01,quantile,0.2,42.0
2026-02-07,wk inc rsv hosp,2,2026-02-21,01,quantile,0.2,31.0
2026-02-07,wk inc rsv hosp,3,2026-02-28,01,quantile,0.2,22.0
2026-02-07,wk inc rsv hosp,0,2026-02-07,01,quantile,0.25,56.0
2026-02-07,wk inc rsv hosp,1,2026-02-14,01,quantile,0.25,43.0
